Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1770302743,75,GET,GET /,14.300000,0.000000,3,4,6,7,10,11,12,13,13,13,13,213,0,3,4.964630046939385,1.216999999996915,23.39399999982561,235.0
1770302743,75,GET,GET /download/{zip},14.300000,0.000000,3,3,4,4,5,6,7,8,8,8,8,212,0,3,3.788575000005537,1.4651999999841792,23.335100000167586,224.0
1770302743,75,POST,POST /upload,14.300000,0.000000,46,46,47,47,49,50,62,62,63,63,63,212,0,46,46.27350566037644,42.319099999986065,63.09469999996509,98.0
1770302743,75,,Aggregated,42.900000,0.000000,4,12,44,45,47,48,50,59,63,63,63,637,0,5,18.32123594976306,1.216999999996915,63.09469999996509,185.7441130298273
1770302744,80,GET,GET /,15.800000,0.000000,3,3,5,7,10,11,12,13,13,13,13,245,0,3,4.787826530611376,1.216999999996915,23.39399999982561,235.0
1770302744,80,GET,GET /download/{zip},15.600000,0.000000,3,3,4,4,5,6,7,8,8,8,8,245,0,3,3.708236326537542,1.4651999999841792,23.335100000167586,224.0
1770302744,80,POST,POST /upload,15.600000,0.000000,46,47,47,47,49,50,62,62,63,63,63,245,0,46,46.26087755102849,42.319099999986065,63.09469999996509,98.0
1770302744,80,,Aggregated,47.000000,0.000000,4,12,44,45,47,48,49,59,63,63,63,735,0,5,18.25231346939247,1.216999999996915,63.09469999996509,185.66666666666666
1770302745,85,GET,GET /,17.100000,0.000000,3,3,4,7,9,11,12,12,13,13,13,267,0,3,4.698196629208959,1.216999999996915,23.39399999982561,235.0
1770302745,85,GET,GET /download/{zip},17.000000,0.000000,3,3,4,4,5,7,8,8,9,9,9,267,0,3,3.724061048700271,1.4651999999841792,23.335100000167586,224.0
1770302745,85,POST,POST /upload,17.000000,0.000000,46,47,47,47,49,50,61,62,63,63,63,267,0,46,46.220313857688794,42.319099999986065,63.09469999996509,98.0
1770302745,85,,Aggregated,51.100000,0.000000,4,12,44,45,47,48,49,53,63,63,63,801,0,5,18.214190511866008,1.216999999996915,63.09469999996509,185.66666666666666
1770302746,90,GET,GET /,19.300000,0.000000,3,3,4,6,10,11,12,12,13,13,13,296,0,3,4.645186486483011,1.2059999999110005,23.39399999982561,235.0
1770302746,90,GET,GET /download/{zip},19.300000,0.000000,3,3,4,4,5,7,8,8,9,9,9,294,0,3,3.67788809524823,1.4651999999841792,23.335100000167586,224.0
1770302746,90,POST,POST /upload,19.400000,0.000000,46,46,47,47,48,49,61,62,63,63,63,294,0,46,46.15748333334319,42.319099999986065,63.09469999996509,98.0
1770302746,90,,Aggregated,58.000000,0.000000,4,12,44,45,47,47,49,53,63,63,63,884,0,5,18.12960904977924,1.2059999999110005,63.09469999996509,185.77828054298644
1770302747,95,GET,GET /,20.700000,0.000000,3,3,4,5,9,11,12,12,13,13,13,335,0,3,4.519445671630548,1.186199999665405,23.39399999982561,235.0
1770302747,95,GET,GET /download/{zip},20.700000,0.000000,3,3,4,5,6,7,8,9,10,10,10,335,0,3,3.654281194040275,1.407799999924464,23.335100000167586,224.0
1770302747,95,POST,POST /upload,20.700000,0.000000,46,46,47,47,48,49,61,62,63,63,63,335,0,46,46.11524955224475,42.319099999986065,63.09469999996509,98.0
1770302747,95,,Aggregated,62.100000,0.000000,4,12,44,45,47,47,49,51,63,63,63,1005,0,5,18.096325472638522,1.186199999665405,63.09469999996509,185.66666666666666
1770302748,100,GET,GET /,22.100000,0.000000,3,3,4,5,9,11,12,13,15,15,15,372,0,3,4.493391935471341,1.186199999665405,23.39399999982561,235.0
1770302748,100,GET,GET /download/{zip},21.900000,0.000000,3,3,4,5,5,7,8,9,10,10,10,370,0,3,3.6376591891980383,1.407799999924464,23.335100000167586,224.0
1770302748,100,POST,POST /upload,21.900000,0.000000,46,46,47,47,48,49,51,53,56,56,56,370,0,46,46.133877297307734,42.319099999986065,63.09469999996509,98.0
1770302748,100,,Aggregated,65.900000,0.000000,4,12,44,45,47,47,49,51,56,56,56,1112,0,5,18.063858183455462,1.186199999665405,63.09469999996509,185.75539568345323
1770302749,105,GET,GET /,24.300000,0.000000,3,3,4,4,9,11,12,13,15,15,15,404,0,3,4.440434158407985,1.186199999665405,23.39399999982561,235.0
1770302749,105,GET,GET /download/{zip},24.300000,0.000000,3,3,4,4,5,7,8,9,10,10,10,403,0,3,3.590685856087527,1.407799999924464,23.335100000167586,224.0
1770302749,105,POST,POST /upload,24.300000,0.000000,46,46,47,47,48,50,51,53,56,56,56,403,0,46,46.13841017370812,42.319099999986065,63.09469999996509,98.0
1770302749,105,,Aggregated,72.900000,0.000000,4,12,44,45,47,47,49,51,56,56,56,1210,0,4,18.04525710744171,1.186199999665405,63.09469999996509,185.70743801652893
1770302750,110,GET,GET /,25.400000,0.000000,3,3,3,4,9,11,12,13,15,15,15,443,0,3,4.362375395030376,1.186199999665405,23.39399999982561,235.0
1770302750,110,GET,GET /download/{zip},25.400000,0.000000,3,3,4,4,5,6,8,9,10,10,10,442,0,3,3.5322375565659168,1.407799999924464,23.335100000167586,224.0
1770302750,110,POST,POST /upload,25.400000,0.000000,46,46,47,47,48,49,51,53,56,56,56,443,0,46,46.07213227991944,42.319099999986065,63.09469999996509,98.0
1770302750,110,,Aggregated,76.200000,0.000000,4,12,44,45,47,48,49,51,56,56,56,1328,0,4,17.999801129521764,1.186199999665405,63.09469999996509,185.63780120481928
1770302751,115,GET,GET /,27.700000,0.000000,3,3,4,4,9,11,12,13,15,15,15,490,0,3,4.326212040814426,1.186199999665405,23.39399999982561,235.0
1770302751,115,GET,GET /download/{zip},27.800000,0.000000,3,4,4,5,5,7,8,9,10,10,10,488,0,3,3.610319262300615,1.407799999924464,23.335100000167586,224.0
1770302751,115,POST,POST /upload,27.800000,0.000000,46,47,47,47,48,50,51,52,56,56,56,488,0,46,46.128546926237895,42.319099999986065,63.09469999996509,98.0
1770302751,115,,Aggregated,83.300000,0.000000,4,12,45,45,47,48,50,51,56,56,56,1466,0,4,18.00300859481982,1.186199999665405,63.09469999996509,185.73396998635744
1770302752,120,GET,GET /,29.000000,0.000000,3,3,4,4,9,11,12,13,16,16,16,530,0,3,4.308625849052816,1.186199999665405,23.39399999982561,235.0
